date,division,district,city_area,market,market_bn,commodity,commodity_bn,variety,variety_bn,unit,unit_bn,price_min,price_max,price_mid,currency,source,source_url,confidence,lat,lon
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,59.87,61.69,60.78,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,57.81,59.57,58.69,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Potato,আলু,,,kg,কেজি,33.16,34.18,33.67,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,210.55,216.97,213.76,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,168.85,173.99,171.42,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,152.12,156.76,154.44,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Beef,গরুর মাংস,,,kg,কেজি,685.06,705.92,695.49,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,132.45,136.49,134.47,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,153.89,158.57,156.23,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,128.37,132.27,130.32,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,117.79,121.37,119.58,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,57.05,58.79,57.92,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,59.02,60.82,59.92,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Potato,আলু,,,kg,কেজি,33.92,34.96,34.44,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,211.16,217.6,214.38,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,168.67,173.81,171.24,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,159.37,164.23,161.8,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Beef,গরুর মাংস,,,kg,কেজি,716.61,738.43,727.52,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,137.35,141.53,139.44,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,153.81,158.49,156.15,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,126.82,130.68,128.75,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,117.96,121.56,119.76,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,56.82,58.56,57.69,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,63.37,65.29,64.33,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Potato,আলু,,,kg,কেজি,34.69,35.75,35.22,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,230.82,237.86,234.34,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,182.54,188.1,185.32,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,162.37,167.31,164.84,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Beef,গরুর মাংস,,,kg,কেজি,740.25,762.79,751.52,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,144.86,149.28,147.07,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,161.13,166.03,163.58,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,134.35,138.45,136.4,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,128.37,132.27,130.32,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,59.22,61.02,60.12,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,61.48,63.36,62.42,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Potato,আলু,,,kg,কেজি,33.88,34.92,34.4,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Green Chili,কাঁচা মরিচ,,,kg,কেজি,222.93,229.71,226.32,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Garlic-local,রসুন-দেশি,,,kg,কেজি,179.14,184.6,181.87,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,160.42,165.3,162.86,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Beef,গরুর মাংস,,,kg,কেজি,712.34,734.04,723.19,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,139.15,143.39,141.27,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,162.17,167.11,164.64,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Sugar,চিনি,Local,দেশি,kg,কেজি,129.05,132.99,131.02,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,120.8,124.48,122.64,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,59.21,61.01,60.11,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,64.33,66.29,65.31,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Potato,আলু,,,kg,কেজি,35.42,36.5,35.96,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,227.49,234.41,230.95,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,182.14,187.68,184.91,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,164.27,169.27,166.77,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Beef,গরুর মাংস,,,kg,কেজি,754.99,777.99,766.49,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,143.94,148.32,146.13,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,167.57,172.67,170.12,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,139.29,143.53,141.41,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,124.2,127.98,126.09,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,61.14,63.0,62.07,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,62.12,64.02,63.07,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Potato,আলু,,,kg,কেজি,34.27,35.31,34.79,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,221.65,228.41,225.03,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,181.79,187.33,184.56,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,168.54,173.68,171.11,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Beef,গরুর মাংস,,,kg,কেজি,723.57,745.61,734.59,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,144.99,149.41,147.2,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,167.13,172.23,169.68,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,131.79,135.81,133.8,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,125.27,129.09,127.18,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,58.43,60.21,59.32,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,60.17,62.01,61.09,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Potato,আলু,,,kg,কেজি,34.49,35.55,35.02,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,220.85,227.57,224.21,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,176.31,181.68,179.0,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,157.9,162.7,160.3,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Beef,গরুর মাংস,,,kg,কেজি,717.54,739.4,728.47,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,143.27,147.63,145.45,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,160.92,165.82,163.37,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,130.61,134.59,132.6,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,121.54,125.24,123.39,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,60.06,61.88,60.97,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,60.44,62.28,61.36,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Potato,আলু,,,kg,কেজি,33.17,34.19,33.68,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,221.8,228.56,225.18,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,171.4,176.62,174.01,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,159.73,164.59,162.16,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Beef,গরুর মাংস,,,kg,কেজি,708.42,730.0,719.21,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,139.47,143.71,141.59,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,157.89,162.69,160.29,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
